id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
52844,France,Mestrado,7.0,Data engineer,Bash/Shell (all shells);Python;Scala;SQL,Bash/Shell (all shells);Scala,,Google Cloud,Híbrido,I don’t know,5.0,,35-44 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),5.0,,
52845,Poland,Ensino Médio,10.0,Other (please specify):,C;C#;C++;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,C;C#;C++,Cockroachdb;Firebase Realtime Database;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Hetzner;Microsoft Azure;Oracle Cloud Infrastructure (OCI);Supabase;Vercel,Remoto,"10,000 or more employees",,,25-34 years old,"Employed, full-time",,10–19 anos,C,,,
52846,Germany,Graduação,5.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Clojure;Haskell;Rust,MariaDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Heroku,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
52847,Australia,Técnico/Associado,7.0,"Developer, game or graphics",C#;C++;Dart;Rust,Rust,,,Híbrido,"10,000 or more employees",8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,8.0,,
52848,United States of America,Mestrado,17.0,Security professional,C#;PowerShell,C#;PowerShell;TypeScript,,Microsoft Azure,Remoto,"1,000 to 4,999 employees",7.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,
52849,France,Mestrado,7.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,,H2;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Microsoft Azure;OpenShift,Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
52850,France,Mestrado,8.0,"Developer, full-stack",C#;Go;HTML/CSS;JavaScript;TypeScript,Assembly;C;Go,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Firebase;OVH,Híbrido,"1,000 to 4,999 employees",7.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,7.0,,
52851,France,Faculdade incompleta,7.0,Other (please specify):,HTML/CSS;Java;Python;SQL,HTML/CSS;Python;SQL,Oracle,,Presencial,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,5–9 anos,HTML/CSS,,,
52852,Spain,Graduação,10.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript,C#;Dart;HTML/CSS;JavaScript,Elasticsearch;MongoDB;PostgreSQL,Microsoft Azure,Híbrido,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,
52853,United States of America,Mestrado,32.0,"Developer, embedded applications or devices",Ada,Ada,Microsoft SQL Server,,Presencial,"5,000 to 9,999 employees",,,55-64 years old,"Employed, full-time",,20+ anos,Ada,,,
52854,Austria,Pós-graduação/Doutorado,4.0,"Developer, desktop or enterprise applications",C++;Python,,,Microsoft Azure,Presencial,20 to 99 employees,,,35-44 years old,"Employed, full-time",,2–4 anos,C++,,,
52855,India,Graduação,6.0,"Developer, full-stack",HTML/CSS;Java;JavaScript,HTML/CSS;Java;JavaScript,Oracle;PostgreSQL;Redis,Amazon Web Services (AWS),Híbrido,500 to 999 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,HTML/CSS,,,
52856,France,Mestrado,2.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Clojure;HTML/CSS;Java;JavaScript;SQL;TypeScript,H2;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Híbrido,100 to 499 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),9.0,,
52857,India,Graduação,8.0,"Developer, mobile",Java;JavaScript;Kotlin,Java;JavaScript;Kotlin,MySQL;SQLite,,Presencial,20 to 99 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,Java,,,
52858,,,,,JavaScript;SQL;TypeScript,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,MariaDB;MongoDB;MySQL,Cloudflare;Firebase;Render;Vercel,,,,,18-24 years old,"Not employed, but looking for work",,,JavaScript,,,
52859,Russian Federation,Mestrado,4.0,"Developer, front-end",C++;HTML/CSS;JavaScript;MATLAB;Python;SQL;TypeScript,HTML/CSS;JavaScript;Ruby;TypeScript,PostgreSQL;SQLite,,Híbrido,10 to 19 employees,,,25-34 years old,"Employed, full-time",,2–4 anos,C++,,,
52860,United States of America,Graduação,4.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;TypeScript,C;C#;C++;Go,Dynamodb;MySQL;PostgreSQL,Amazon Web Services (AWS),Híbrido,2 to 9 employees,6.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,HTML/CSS,6.0,,
52861,Germany,Graduação,20.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,MariaDB;MongoDB;PostgreSQL,,Híbrido,2 to 9 employees,,,35-44 years old,"Employed, full-time;Student, part-time",Individual contributor,20+ anos,Bash/Shell (all shells),,,
52862,"Iran, Islamic Republic of...",Graduação,4.0,"Developer, mobile",Groovy;Java;Kotlin,Bash/Shell (all shells);C;C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin,Oracle;SQLite,Firebase;VMware,Presencial,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time;Employed, part-time",,2–4 anos,Groovy,,,
52863,,,,,,,,,Remoto,,,,25-34 years old,"Employed, full-time",,,,,,
52864,,Mestrado,,,,,,,Remoto,,,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,,,,,
52866,Japan,Mestrado,14.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;PHP;Ruby;TypeScript,MariaDB;MySQL,Digital Ocean,Híbrido,100 to 499 employees,8.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,HTML/CSS,8.0,,
52867,India,Graduação,,"Developer, full-stack",,,,,,,,,18-24 years old,"Not employed, but looking for work",,,,,,
52868,,,,,,,,,Presencial,,,,25-34 years old,"Employed, part-time",,,,,,
52870,Brazil,Mestrado,10.0,Project manager,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;VBA,C#;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Oracle,,Presencial,"1,000 to 4,999 employees",8.0,,25-34 years old,"Employed, full-time",People manager,10–19 anos,C#,8.0,,
52871,Poland,Mestrado,4.0,"Developer, AI",C#;Groovy;Java;Kotlin;Python;R,Kotlin;Python;R,BigQuery;Cloud Firestore;Microsoft SQL Server;SQLite,Google Cloud;Microsoft Azure,Remoto,2 to 9 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,9.0,,
52872,France,Mestrado,17.0,"Developer, desktop or enterprise applications",C;C++;Fortran;MATLAB;SQL;VBA;Visual Basic (.Net),C;C++;Fortran,MySQL;SQLite,,Híbrido,"10,000 or more employees",,,35-44 years old,"Employed, part-time",,10–19 anos,C,,,
52873,Romania,Mestrado,12.0,"Developer, full-stack",Python;SQL;VBA,Rust,SQLite,,Remoto,"1,000 to 4,999 employees",3.0,,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,10–19 anos,Python,3.0,,
52874,Singapore,Mestrado,5.0,"Developer, full-stack",Elixir;Scala;TypeScript,Go;Kotlin;Scala;TypeScript,,,Remoto,100 to 499 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,Elixir,,,
52876,,,,,,,,,Híbrido,,,,25-34 years old,"Employed, full-time",,,,,,
52877,,Mestrado,5.0,Project manager,Python;VBA,JavaScript;Python;VBA,,,Presencial,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",,5–9 anos,Python,,,
52878,Indonesia,Graduação,32.0,"Developer, back-end",C#;Go;Java;Kotlin;SQL,Go;Kotlin;SQL;Swift,PostgreSQL;Redis,"Cloudflare;Firebase;Linode, now Akamai;Netlify",Presencial,"Just me - I am a freelancer, sole proprietor, etc.",,,45-54 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,C#,,,
52879,,Graduação,15.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;PHP;TypeScript,HTML/CSS;Java;JavaScript;PHP;TypeScript,PostgreSQL,,Híbrido,100 to 499 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,HTML/CSS,,,
52880,United States of America,Graduação,25.0,Engineering manager,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cassandra;Microsoft SQL Server,Microsoft Azure,Remoto,500 to 999 employees,2.0,,45-54 years old,"Employed, full-time",People manager,20+ anos,Bash/Shell (all shells),2.0,,
52883,India,Graduação,6.0,"Developer, back-end",Bash/Shell (all shells);Go;Python;SQL;TypeScript,Bash/Shell (all shells);Go;Python;Rust;SQL;TypeScript;Zig,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS),Híbrido,10 to 19 employees,8.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,Bash/Shell (all shells),8.0,,
52884,,,,,JavaScript;Ruby,Go;Ruby,InfluxDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Presencial,,,,35-44 years old,"Employed, full-time",,,JavaScript,,,
52885,France,Mestrado,8.0,"Developer, full-stack",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,Bash/Shell (all shells);Haskell;Python;Rust;SQL,PostgreSQL;SQLite,OpenShift;OpenStack,Presencial,"10,000 or more employees",,,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
52886,Rwanda,Mestrado,11.0,Hardware Engineer,Bash/Shell (all shells);C;C++;Go;Zephyr;Zig,,PostgreSQL,Amazon Web Services (AWS),Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",,,35-44 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
52887,Brazil,Faculdade incompleta,4.0,"Developer, full-stack",HTML/CSS;JavaScript;Ruby;TypeScript,C++;HTML/CSS;JavaScript;Ruby;TypeScript,Cloud Firestore;PostgreSQL,Firebase;Heroku;Vercel,Remoto,2 to 9 employees,8.0,,25-34 years old,"Student, part-time;Employed, part-time",Individual contributor,2–4 anos,HTML/CSS,8.0,,
52888,Spain,Graduação,2.0,"Developer, full-stack",JavaScript;TypeScript,JavaScript;TypeScript,Dynamodb,Amazon Web Services (AWS),Remoto,20 to 99 employees,8.0,,35-44 years old,"Employed, full-time",Individual contributor,2–4 anos,JavaScript,8.0,,
52889,Paraguay,Graduação,19.0,"Developer, full-stack",Bash/Shell (all shells);C#;Java;JavaScript;PHP;Python;SQL,Bash/Shell (all shells);C#;PHP;Python;SQL,MySQL;Oracle;PostgreSQL;SQLite,,Presencial,20 to 99 employees,7.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),7.0,,
52890,,,,,,,,,Remoto,,,,45-54 years old,"Independent contractor, freelancer, or self-employed",,,,,,
52891,South Africa,Faculdade incompleta,,"Developer, front-end",HTML/CSS,HTML/CSS;JavaScript,,,Híbrido,,,,45-54 years old,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",,,HTML/CSS,,,
52892,India,Graduação,3.0,"Developer, full-stack",,,,,Remoto,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time",,2–4 anos,,,,
52893,,Mestrado,2.0,"Developer, desktop or enterprise applications",,,,,Híbrido,"10,000 or more employees",,,18-24 years old,"Student, part-time;Employed, part-time",,2–4 anos,,,,
52894,India,Graduação,2.0,"Developer, full-stack",C;C++;Cobol;Kotlin,Elixir;Erlang;Go;Lua,Cloud Firestore;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite;Supabase,Firebase;Fly.io;Heroku;Microsoft Azure;Netlify;PythonAnywhere;Vercel,Híbrido,"10,000 or more employees",,,18-24 years old,"Employed, full-time",,2–4 anos,C,,,
52895,Portugal,Graduação,,Project manager,HTML/CSS,,,,Híbrido,,,,35-44 years old,"Employed, full-time",,,HTML/CSS,,,
52896,Argentina,Mestrado,5.0,"Developer, back-end",,,,,Remoto,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time;Student, part-time",,5–9 anos,,,,
52897,Greece,Faculdade incompleta,3.0,"Developer, full-stack",HTML/CSS;SQL;TypeScript,HTML/CSS;SQL;TypeScript,PostgreSQL,Firebase;Google Cloud,Remoto,10 to 19 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,HTML/CSS,9.0,,
52898,France,Pós-graduação/Doutorado,8.0,Scientist,Bash/Shell (all shells);C++;Fortran;JavaScript;MATLAB;Python,Rust,PostgreSQL;SQLite,Amazon Web Services (AWS),Híbrido,100 to 499 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),9.0,,
52899,France,Mestrado,11.0,"Developer, full-stack",HTML/CSS;PHP;TypeScript,HTML/CSS;PHP;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,"Amazon Web Services (AWS);Linode, now Akamai;Netlify;OVH;Supabase",Híbrido,20 to 99 employees,,,25-34 years old,"Employed, full-time",,10–19 anos,HTML/CSS,,,
52900,Canada,Graduação,9.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,,Firebase;Supabase;Vercel,Híbrido,20 to 99 employees,3.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,3.0,,
52902,Spain,Graduação,25.0,Other (please specify):,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);JavaScript;Kotlin;Python;SQL,MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;Supabase,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;OVH;Supabase,Híbrido,2 to 9 employees,5.0,,45-54 years old,"Independent contractor, freelancer, or self-employed",People manager,20+ anos,Bash/Shell (all shells),5.0,,
52904,Slovenia,Graduação,6.0,"Developer, back-end",Bash/Shell (all shells);C;C++;MATLAB;PHP;Python,C;C#;C++;GDScript;Rust,MariaDB;MySQL,,Híbrido,10 to 19 employees,,,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
52905,,Mestrado,25.0,"Developer, back-end",,,,,Presencial,10 to 19 employees,,,55-64 years old,"Employed, full-time",,20+ anos,,,,
52906,Argentina,Faculdade incompleta,20.0,"Developer, full-stack",Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Cassandra;Couch DB;Dynamodb;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Cloudflare;Firebase,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,35-44 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,Dart,,,
52907,Netherlands,Ensino Médio,2.0,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;Cobol;Go;HTML/CSS;JavaScript;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Cloudflare;Google Cloud;Vercel,Presencial,2 to 9 employees,6.0,,18-24 years old,"Student, full-time;Employed, part-time",Individual contributor,2–4 anos,Bash/Shell (all shells),6.0,,
52908,United States of America,Graduação,1.0,Data or business analyst,C++;JavaScript;Python,GDScript;Julia;Python;Rust;TypeScript,Snowflake,Amazon Web Services (AWS),Híbrido,100 to 499 employees,8.0,,18-24 years old,"Employed, full-time;Student, full-time",Individual contributor,0–1 ano,C++,8.0,,
52909,Netherlands,Graduação,4.0,"Developer, full-stack",Groovy;Java;Kotlin;SQL,Kotlin;SQL,MySQL;Redis,Amazon Web Services (AWS),Presencial,10 to 19 employees,7.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Groovy,7.0,,
52911,Germany,Graduação,2.0,,Python;Rust,Python;Rust,MariaDB,,Híbrido,,,,18-24 years old,"Employed, full-time",,2–4 anos,Python,,,
52912,United States of America,Graduação,9.0,Developer Advocate,C#;F#;HTML/CSS;Java;JavaScript;PowerShell;Ruby;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;Netlify;Vercel,Remoto,100 to 499 employees,10.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,10.0,,
52914,,,,,R,R,SQLite,Amazon Web Services (AWS);Databricks;Digital Ocean;Heroku,Híbrido,,,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",,,R,,,
52915,,Graduação,17.0,Data engineer,,,,,Presencial,100 to 499 employees,,,45-54 years old,"Employed, part-time",,10–19 anos,,,,
52916,,,,,,,,,Presencial,,,,18-24 years old,"Employed, full-time",,,,,,
52917,,,,,C;HTML/CSS;JavaScript;TypeScript,C#;Go;JavaScript,Databricks SQL,,Híbrido,,,,18-24 years old,"Independent contractor, freelancer, or self-employed",,,C,,,
52918,Ireland,Mestrado,25.0,Engineering manager,C;Python;Rust,C;Python;Rust,,,Híbrido,"10,000 or more employees",8.0,,55-64 years old,"Employed, full-time",People manager,20+ anos,C,8.0,,
52919,China,Graduação,,"Developer, front-end",C;C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,,SQLite,Alibaba Cloud;Cloudflare,Presencial,,,,18-24 years old,"Employed, full-time",,,C,,,
52920,Czech Republic,Pós-graduação/Doutorado,,"Developer, full-stack",HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Render;Vercel,Remoto,,,,35-44 years old,"Employed, full-time",,,HTML/CSS,,,
52921,United States of America,Graduação,12.0,"Developer, back-end",C#;JavaScript;Python;SQL;TypeScript,C#;JavaScript;Python;SQL;TypeScript,Cosmos DB;IBM DB2;Microsoft SQL Server,Microsoft Azure,Híbrido,"10,000 or more employees",9.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,9.0,,
52922,Egypt,Graduação,3.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,,,Híbrido,100 to 499 employees,10.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,HTML/CSS,10.0,,
52923,India,Mestrado,8.0,"Developer, full-stack",HTML/CSS;JavaScript,HTML/CSS;JavaScript;Python,MongoDB;MySQL,Amazon Web Services (AWS),Presencial,2 to 9 employees,6.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,6.0,,
52924,Germany,Mestrado,4.0,Research & Development role,C;C++;Dart;HTML/CSS;JavaScript;Python;Rust;TypeScript,Assembly;C;C++;Go;HTML/CSS;JavaScript;Python;Rust;Swift;TypeScript;Zig,PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Firebase;Vercel,Híbrido,20 to 99 employees,7.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,C,7.0,,
52925,,Mestrado,10.0,"Developer, full-stack",,,,,Híbrido,2 to 9 employees,,,25-34 years old,"Employed, full-time",,10–19 anos,,,,
52926,France,Mestrado,3.0,DevOps specialist,Bash/Shell (all shells),Bash/Shell (all shells);Python,MySQL;PostgreSQL,OVH,Presencial,10 to 19 employees,,,18-24 years old,"Student, part-time;Employed, part-time",,2–4 anos,Bash/Shell (all shells),,,
52927,United States of America,Técnico/Associado,10.0,"Developer, desktop or enterprise applications",C#;F#;HTML/CSS;Python;SQL;VBA;Visual Basic (.Net),C#;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server;MySQL;SQLite,,Remoto,500 to 999 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,
52928,United States of America,Mestrado,9.0,Engineering manager,C#;HTML/CSS;Java;SQL;TypeScript,TypeScript,Microsoft SQL Server;MySQL,,Híbrido,100 to 499 employees,10.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,C#,10.0,,
52930,Netherlands,Mestrado,3.0,"Developer, desktop or enterprise applications",C;C#;C++;Java;Python,,PostgreSQL,,Presencial,10 to 19 employees,,,25-34 years old,"Employed, full-time",,2–4 anos,C,,,
52931,Bolivia,Mestrado,13.0,Data scientist or machine learning specialist,JavaScript;R;SQL;TypeScript,,Microsoft SQL Server;Oracle,,Presencial,"1,000 to 4,999 employees",,,35-44 years old,"Employed, full-time",,10–19 anos,JavaScript,,,
52932,Netherlands,Graduação,6.0,"Developer, back-end",Java,Bash/Shell (all shells);Java;Lisp;Lua;Rust,BigQuery;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,,,,,25-34 years old,"Not employed, but looking for work",,5–9 anos,Java,,,
52933,Germany,Mestrado,5.0,"Developer, back-end",HTML/CSS;Python;Rust;SQL;TypeScript,HTML/CSS;Python;Rust;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;SQLite,Google Cloud,Remoto,20 to 99 employees,10.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,10.0,,
52934,Ukraine,Mestrado,,Project manager,,,Microsoft SQL Server,Microsoft Azure,Remoto,,5.0,,35-44 years old,"Employed, full-time",People manager,,,5.0,,
